meme rap,"is a variant of comedy hip hop done in a sarcastic, parodic, deadpan or tongue-in-cheek way. Other forms of comedy rap, such as meme rap and ironic rap, both known for their aggressive and dark comedic approach achieved some mainstream success during the 2000s and 2010s.",,,,,,,,,,,,
asian american hip hop,"The influence and impact of hip hop was originally shaped from African American and Latino communities in the South Bronx. In the last several decades, the movement has become a worldwide phenomenon which transcends different cultural boundaries as it reaches several ethnic groups, including Asian Americans. Asian American hip-hop practitioners include: MC Jin, Lyrics Born, Dumbfoundead, Tokimonsta, and DJ Q-Bert.",,,,,,,,,,,,
cali rap,is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States,,,,,,,,,,,,
west coast trap,Rap music originating from the West Coast of the United States; particularly from Los Angeles. West Coast rap was the most popular form of rap music throughout the mid 1990s.,,,,,,,,,,,,
broadway,"They have distinct sound when compared to other genres. They usually combine orchestral elements (strings, woodwinds, french horns), pianos/organs, and jazzy brass sections with a bass guitar, and drumkit. They also add other instruments depending on what the song is.",,,,,,,,,,,,
hollywood,"cinematic music has been defined by both its ability to absorb great musical ideas and conventions of the past (such as a symphony orchestra, for example, or some of the great classical composers of the 19th century), combined with the sonic possibilities of new technology.",,,,,,,,,,,,
boston rock,"is considered by most to be hard rock and arena rock, while combining elements of progressive rock into its music",,,,,,,,,,,,
dance rock,"is a disco/dance-infused genre of rock music. It is a post-disco genre connected with pop rock and post-punk with fewer rhythm and blues influences. It originated in the early 1980s, following the decline in popularity of both punk and disco.",,,,,,,,,,,,
new romantic,is the style orientated synth driven pop music that was dominant at the first two years of the 1980s,,,,,,,,,,,,
new wave,"is a loosely defined music genre that encompasses numerous pop-oriented styles from the late 1970s and the 1980s.[2] It was originally used as a catch-all for the various styles of music that emerged after punk rock,[21] including punk itself.[22] Later, critical consensus favored ""new wave"" as an umbrella term involving many disparate popular music styles of the era, including power pop, synth-pop, ska revival, and more specific forms of punk rock that were less abrasive.[8] It may also be viewed as a more accessible counterpart of post-punk.[22]",,,,,,,,,,,,
new wave pop,"is a loosely defined music genre that encompasses numerous pop-oriented styles from the late 1970s and the 1980s.[2] It was originally used as a catch-all for the various styles of music that emerged after punk rock,[21] including punk itself.[22] Later, critical consensus favored ""new wave"" as an umbrella term involving many disparate popular music styles of the era, including power pop, synth-pop, ska revival, and more specific forms of punk rock that were less abrasive.[8] It may also be viewed as a more accessible counterpart of post-punk.[22]",,,,,,,,,,,,
boy band,a pop music group made up of young men who sing and dance. Groups of musicians.,,,,,,,,,,,,
dance pop,is a popular music subgenre that originated in the late 1970s to early 1980s. It is generally uptempo music intended for nightclubs with the intention of being danceable but also suitable for contemporary hit radio.,,,,,,,,,,,,
europop,is a style of pop music that originated in Europe during the mid to late 1960s[2] and developed to today's form throughout the late 1970s. Europop topped the charts throughout the 1980s and 1990s.,,,,,,,,,,,,
pop,"is the genre of popular music that produces the most hits. A hit is a song that sells many copies, and the latest hits are listed every week on the charts. To get on the charts, a song must be released as a single, although most singles are also released on an album.",,,,,,,,,,,,
swedish pop,"From Abba to Icona Pop, from Roxette to Robyn, Sweden's reputation for pop superiority has spanned decades, and it continues today. But the arrival of Ace of Base helped usher in the “Swedish Music Miracle,” a period of time from about 1990 to 2003 when Sweden's musical exports were at their economic peak.",,,,,,,,,,,,
